"name","name","readgroup","basecallid","software","basecalldate","version"
"PAMHLF","TARGET_40_PAMHLF_01A_01W.X_1stPortion",685,238,"BUSTARD","2011-04-16","1.8.0"
"PAMHLF","TARGET_40_PAMHLF_01A_01W.X_1stPortion",684,238,"BUSTARD","2011-04-16","1.8.0"
"PAMRHD","TARGET_40_PAMRHD_10A_01WX",683,238,"BUSTARD","2011-04-16","1.8.0"
"PAMRHD","TARGET_40_PAMRHD_10A_01WX",908,333,"BUSTARD","2012-05-07","1.9.4"
"PAKZZK","TARGET_40_PAKZZK_01A_01WX",690,243,"BUSTARD","2011-05-20","1.8.0"
"PAKZZK","TARGET_40_PAKZZK_01A_01WX",704,245,"BUSTARD","2011-05-31","1.8.0"
"PANMIG","TARGET_40_PANMIG_01A_02R",699,244,"BUSTARD","2011-05-20","1.8.0"
"PANMIG","TARGET_40_PANMIG_01A_02R",716,252,"BUSTARD","2011-06-17","1.8.0"
"PANMIG","TARGET_40_PANMIG_01A_02D",692,243,"BUSTARD","2011-05-20","1.8.0"
"PANMIG","TARGET_40_PANMIG_01A_02D",706,245,"BUSTARD","2011-05-31","1.8.0"
"PANGRW","TARGET_40_PANGRW_01A_02D",691,243,"BUSTARD","2011-05-20","1.8.0"
"PANGRW","TARGET_40_PANGRW_01A_02D",705,245,"BUSTARD","2011-05-31","1.8.0"
"PANGRW","TARGET_40_PANGRW_01A_02R",698,244,"BUSTARD","2011-05-20","1.8.0"
"PANGRW","TARGET_40_PANGRW_01A_02R",742,258,"BUSTARD","2011-07-09","1.9.0"
"PAKZZK","TARGET_40_PAKZZK_01A_01R",697,244,"BUSTARD","2011-05-20","1.8.0"
"PAKZZK","TARGET_40_PAKZZK_01A_01R",725,249,"BUSTARD","2011-06-11","1.8.0"
"PANZZJ","TARGET_40_PANZZJ_01A_01WX",689,243,"BUSTARD","2011-05-20","1.8.0"
"PANZZJ","TARGET_40_PANZZJ_01A_01WX",703,245,"BUSTARD","2011-05-31","1.8.0"
"PANZZJ","TARGET_40_PANZZJ_01A_01R",696,244,"BUSTARD","2011-05-20","1.8.0"
"PANZZJ","TARGET_40_PANZZJ_01A_01R",726,249,"BUSTARD","2011-06-11","1.8.0"
"PARBGW","TARGET_40_PARBGW_01A_01WX",688,243,"BUSTARD","2011-05-20","1.8.0"
"PARBGW","TARGET_40_PARBGW_01A_01WX",702,245,"BUSTARD","2011-05-31","1.8.0"
"PARBGW","TARGET_40_PARBGW_01A_01R",695,244,"BUSTARD","2011-05-20","1.8.0"
"PARBGW","TARGET_40_PARBGW_01A_01R",727,249,"BUSTARD","2011-06-11","1.8.0"
"PANZHX","TARGET_40_PANZHX_01A_01R",694,244,"BUSTARD","2011-05-20","1.8.0"
"PANZHX","TARGET_40_PANZHX_01A_01R",728,249,"BUSTARD","2011-06-11","1.8.0"
"PASUUH","TARGET_40_PASUUH_01A_01D",687,243,"BUSTARD","2011-05-20","1.8.0"
"PASUUH","TARGET_40_PASUUH_01A_01D",701,245,"BUSTARD","2011-05-31","1.8.0"
"PATEEM","TARGET_40_PATEEM_01A_01WX",686,243,"BUSTARD","2011-05-20","1.8.0"
"PATEEM","TARGET_40_PATEEM_01A_01WX",700,245,"BUSTARD","2011-05-31","1.8.0"
"PAPKWD","TARGET_40_PAPKWD_01A_01R",693,244,"BUSTARD","2011-05-20","1.8.0"
"PAPKWD","TARGET_40_PAPKWD_01A_01R",729,249,"BUSTARD","2011-06-11","1.8.0"
"PATEEM","TARGET_40_PATEEM_01A_01WX",709,248,"BUSTARD","2011-06-04","1.8.0"
"PATEEM","TARGET_40_PATEEM_01A_01WX",719,252,"BUSTARD","2011-06-17","1.8.0"
"PAPWWC","TARGET_40_PAPWWC_01A_01R",724,251,"BUSTARD","2011-06-13","1.8.0"
"PAPWWC","TARGET_40_PAPWWC_01A_01R",741,256,"BUSTARD","2011-06-27","1.9.0"
"PAPWWC","TARGET_40_PAPWWC_01A_01R",751,261,"BUSTARD","2011-07-18","1.9.0"
"PAMTCM","TARGET_40_PAMTCM_01A_01D",711,248,"BUSTARD","2011-06-04","1.8.0"
"PAMTCM","TARGET_40_PAMTCM_01A_01D",710,248,"BUSTARD","2011-06-04","1.8.0"
"PAMTCM","TARGET_40_PAMTCM_01A_01R",723,251,"BUSTARD","2011-06-13","1.8.0"
"PAMTCM","TARGET_40_PAMTCM_01A_01R",740,256,"BUSTARD","2011-06-27","1.9.0"
"PAMTCM","TARGET_40_PAMTCM_01A_01R",749,261,"BUSTARD","2011-07-18","1.9.0"
"PAPWWC","TARGET_40_PAPWWC_01A_01D",713,248,"BUSTARD","2011-06-04","1.8.0"
"PAPWWC","TARGET_40_PAPWWC_01A_01D",712,248,"BUSTARD","2011-06-04","1.8.0"
"PATEEM","TARGET_40_PATEEM_01A_01WX",715,248,"BUSTARD","2011-06-04","1.8.0"
"PATEEM","TARGET_40_PATEEM_01A_01WX",714,248,"BUSTARD","2011-06-04","1.8.0"
"PATEEM","TARGET_40_PATEEM_01A_01R",722,251,"BUSTARD","2011-06-13","1.8.0"
"PATEEM","TARGET_40_PATEEM_01A_01R",753,261,"BUSTARD","2011-07-18","1.9.0"
"PANZHX","TARGET_40_PANZHX_01A_01D",708,247,"BUSTARD","2011-06-06","1.9.0"
"PANZHX","TARGET_40_PANZHX_01A_01D",707,247,"BUSTARD","2011-06-06","1.9.0"
"PASUUH","TARGET_40_PASUUH_01A_01R",721,251,"BUSTARD","2011-06-13","1.8.0"
"PASUUH","TARGET_40_PASUUH_01A_01R",739,256,"BUSTARD","2011-06-27","1.9.0"
"PASUUH","TARGET_40_PASUUH_01A_01R",750,261,"BUSTARD","2011-07-18","1.9.0"
"PALECC","TARGET_40_PALECC_01A_01R",720,251,"BUSTARD","2011-06-13","1.8.0"
"PALECC","TARGET_40_PALECC_01A_01R",738,256,"BUSTARD","2011-06-27","1.9.0"
"PALECC","TARGET_40_PALECC_01A_01R",752,261,"BUSTARD","2011-07-18","1.9.0"
"PALECC","TARGET_40_PALECC_01A_01D",718,252,"BUSTARD","2011-06-17","1.8.0"
"PALECC","TARGET_40_PALECC_01A_01D",717,252,"BUSTARD","2011-06-17","1.8.0"
"PAKZZK","TARGET_40_PAKZZK_10A_01D",731,249,"BUSTARD","2011-06-11","1.8.0"
"PAKZZK","TARGET_40_PAKZZK_10A_01D",907,333,"BUSTARD","2012-05-07","1.9.4"
"PARBGW","TARGET_40_PARBGW_10A_01D",730,249,"BUSTARD","2011-06-11","1.8.0"
"PARBGW","TARGET_40_PARBGW_10A_01D",897,323,"BUSTARD","2012-04-11","1.9.4"
"PARBGW","TARGET_40_PARBGW_10A_01D",909,333,"BUSTARD","2012-05-07","1.9.4"
"PANGRW","TARGET_40_PANGRW_10A_01WX",737,253,"BUSTARD","2011-06-27","1.9.0"
"PANZZJ","TARGET_40_PANZZJ_10A_01WX",736,253,"BUSTARD","2011-06-27","1.9.0"
"PAMTCM","TARGET_40_PAMTCM_10A_01WX",735,253,"BUSTARD","2011-06-27","1.9.0"
"PAMTCM","TARGET_40_PAMTCM_10A_01WX",799,292,"BUSTARD","2011-11-08","1.9.0"
"PANZHX","TARGET_40_PANZHX_10A_01WX",734,253,"BUSTARD","2011-06-27","1.9.0"
"PAPKWD","TARGET_40_PAPKWD_10A_01WX",733,253,"BUSTARD","2011-06-27","1.9.0"
"PAPWWC","TARGET_40_PAPWWC_10A_01WX",732,253,"BUSTARD","2011-06-27","1.9.0"
"PATEEM","TARGET_40_PATEEM_10A_01WX",747,259,"BUSTARD","2011-07-09","1.9.0"
"PATEEM","TARGET_40_PATEEM_10A_01WX",748,260,"BUSTARD","2011-07-18","1.9.0"
"PASUUH","TARGET_40_PASUUH_10A_01WX",746,259,"BUSTARD","2011-07-09","1.9.0"
"PASUUH","TARGET_40_PASUUH_10A_01WX",802,295,"BUSTARD","2011-11-26","1.9.0"
"PALECC","TARGET_40_PALECC_10A_01D",745,259,"BUSTARD","2011-07-09","1.9.0"
"PAPVYW","TARGET_40_PAPVYW_10A_01WX",744,259,"BUSTARD","2011-07-09","1.9.0"
"PAPVYW","TARGET_40_PAPVYW_10A_01WX",803,295,"BUSTARD","2011-11-26","1.9.0"
"PAMTCM","TARGET_40_PAMTCM_10A_01WX",743,259,"BUSTARD","2011-07-09","1.9.0"
"PANGPE","TARGET_40_PANGPE_01A_01D",767,275,"BUSTARD","2011-08-26","1.9.0"
"PAPFLB","TARGET_40_PAPFLB_01A_01D",766,275,"BUSTARD","2011-08-26","1.9.0"
"PASNZV","TARGET_40_PASNZV_01A_01D",765,275,"BUSTARD","2011-08-26","1.9.0"
"PATMPU","TARGET_40_PATMPU_01A_01D",764,275,"BUSTARD","2011-08-26","1.9.0"
"PATMXR","TARGET_40_PATMXR_01A_01D",763,275,"BUSTARD","2011-08-26","1.9.0"
"PATPBS","TARGET_40_PATPBS_01A_01D",762,275,"BUSTARD","2011-08-26","1.9.0"
"PATUXZ","TARGET_40_PATUXZ_01A_01D",761,275,"BUSTARD","2011-08-26","1.9.0"
"PANGPE","TARGET_40_PANGPE_10A_01D",758,271,"BUSTARD","2011-08-22","1.8.0"
"PAPFLB","TARGET_40_PAPFLB_10A_01D",757,268,"BUSTARD","2011-08-07","1.8.0"
"PAPFLB","TARGET_40_PAPFLB_10A_01D",786,285,"BUSTARD","2011-10-13","1.9.0"
"PAPFLB","TARGET_40_PAPFLB_10A_01D",896,323,"BUSTARD","2012-04-11","1.9.4"
"PASNZV","TARGET_40_PASNZV_10A_01D",756,268,"BUSTARD","2011-08-07","1.8.0"
"PASNZV","TARGET_40_PASNZV_10A_01D",785,285,"BUSTARD","2011-10-13","1.9.0"
"PASNZV","TARGET_40_PASNZV_10A_01D",895,323,"BUSTARD","2012-04-11","1.9.4"
"PATMPU","TARGET_40_PATMPU_10A_01D",755,268,"BUSTARD","2011-08-07","1.8.0"
"PATMPU","TARGET_40_PATMPU_10A_01D",788,285,"BUSTARD","2011-10-13","1.9.0"
"PATMXR","TARGET_40_PATMXR_10A_01D",754,268,"BUSTARD","2011-08-07","1.8.0"
"PATMXR","TARGET_40_PATMXR_10A_01D",787,285,"BUSTARD","2011-10-13","1.9.0"
"PATMXR","TARGET_40_PATMXR_10A_01D",892,316,"BUSTARD","2012-03-12","1.9.0"
"PATMXR","TARGET_40_PATMXR_10A_01D",894,323,"BUSTARD","2012-04-11","1.9.4"
"PATPBS","TARGET_40_PATPBS_10A_01D",760,271,"BUSTARD","2011-08-22","1.8.0"
"PATPBS","TARGET_40_PATPBS_10A_01D",903,327,"BUSTARD","2012-04-17","1.8.0"
"PATUXZ","TARGET_40_PATUXZ_10A_01D",759,271,"BUSTARD","2011-08-22","1.8.0"
"PATUXZ","TARGET_40_PATUXZ_10A_01D",893,323,"BUSTARD","2012-04-11","1.9.4"
"PANGPE","TARGET_40_PANGPE_01A_01R",774,276,"BUSTARD","2011-09-04","1.9.0"
"PANGPE","TARGET_40_PANGPE_01A_01R",775,280,"BUSTARD","2011-09-10","1.9.0"
"PAPFLB","TARGET_40_PAPFLB_01A_01R",773,276,"BUSTARD","2011-09-04","1.9.0"
"PAPFLB","TARGET_40_PAPFLB_01A_01R",776,280,"BUSTARD","2011-09-10","1.9.0"
"PASNZV","TARGET_40_PASNZV_01A_01R",772,276,"BUSTARD","2011-09-04","1.9.0"
"PASNZV","TARGET_40_PASNZV_01A_01R",777,280,"BUSTARD","2011-09-10","1.9.0"
"PATMPU","TARGET_40_PATMPU_01A_01R",771,276,"BUSTARD","2011-09-04","1.9.0"
"PATMPU","TARGET_40_PATMPU_01A_01R",778,280,"BUSTARD","2011-09-10","1.9.0"
"PATMXR","TARGET_40_PATMXR_01A_01R",770,276,"BUSTARD","2011-09-04","1.9.0"
"PATMXR","TARGET_40_PATMXR_01A_01R",779,280,"BUSTARD","2011-09-10","1.9.0"
"PATPBS","TARGET_40_PATPBS_01A_01R",769,276,"BUSTARD","2011-09-04","1.9.0"
"PATPBS","TARGET_40_PATPBS_01A_01R",780,280,"BUSTARD","2011-09-10","1.9.0"
"PATUXZ","TARGET_40_PATUXZ_01A_01R",768,276,"BUSTARD","2011-09-04","1.9.0"
"PATUXZ","TARGET_40_PATUXZ_01A_01R",781,280,"BUSTARD","2011-09-10","1.9.0"
"0A4HLD","TARGET-40-0A4HLD-01A-01D",831,301,"BUSTARD","2012-02-11","1.9.0"
"0A4HLD","TARGET-40-0A4HLD-01A-01D",876,318,"BUSTARD","2012-03-13","1.9.4"
"0A4HLQ","TARGET-40-0A4HLQ-10A-01D",830,301,"BUSTARD","2012-02-11","1.9.0"
"0A4HLQ","TARGET-40-0A4HLQ-10A-01D",875,318,"BUSTARD","2012-03-13","1.9.4"
"0A4HMJ","TARGET-40-0A4HMJ-01A-01D",26442,301,"BUSTARD","2012-02-11","1.9.0"
"0A4HMJ","TARGET-40-0A4HMJ-01A-01D",26454,318,"BUSTARD","2012-03-13","1.9.4"
"0A4HMJ","TARGET-40-0A4HMJ-01A-01D",26455,333,"BUSTARD","2012-05-07","1.9.4"
"0A4HX8","TARGET-40-0A4HX8-01A-01D",829,301,"BUSTARD","2012-02-11","1.9.0"
"0A4HX8","TARGET-40-0A4HX8-01A-01D",874,318,"BUSTARD","2012-03-13","1.9.4"
"0A4HXG","TARGET-40-0A4HXG-01A-01D",26440,297,"BUSTARD","2011-12-15","1.9.0"
"0A4HYB","TARGET-40-0A4HYB-10A-01D",26441,297,"BUSTARD","2011-12-15","1.9.0"
"0A4HZR","TARGET-40-0A4HZR-10A-01D",826,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I0W","TARGET-40-0A4I0W-01A-01D",825,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I3S","TARGET-40-0A4I3S-01A-01D",823,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I40","TARGET-40-0A4I40-01A-01D",26439,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I42","TARGET-40-0A4I42-01A-01D",822,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I42","TARGET-40-0A4I42-01A-01D",27107,502,"BUSTARD","2013-06-07","1.9.4"
"0A4I44","TARGET-40-0A4I44-01A-01D",26438,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I48","TARGET-40-0A4I48-01A-01D",819,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I4E","TARGET-40-0A4I4E-01A-01D",820,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I65","TARGET-40-0A4I65-01A-01D",818,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I8U","TARGET-40-0A4I8U-01A-01D",817,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I0S","TARGET-40-0A4I0S-01A-01D",814,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I4M","TARGET-40-0A4I4M-01A-01D",815,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I5B","TARGET-40-0A4I5B-01A-01D",812,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I4O","TARGET-40-0A4I4O-01A-01D",810,297,"BUSTARD","2011-12-15","1.9.0"
"0A4HLD","TARGET-40-0A4HLD-10A-01D",807,297,"BUSTARD","2011-12-15","1.9.0"
"0A4HLQ","TARGET-40-0A4HLQ-10A-01D",808,297,"BUSTARD","2011-12-15","1.9.0"
"0A4HMJ","TARGET-40-0A4HMJ-10A-01D",26437,297,"BUSTARD","2011-12-15","1.9.0"
"0A4HX8","TARGET-40-0A4HX8-10A-01D",805,297,"BUSTARD","2011-12-15","1.9.0"
"PAKUZU","TARGET-40-PAKUZU-10A-01D",813,297,"BUSTARD","2011-12-15","1.9.0"
"PAPIJR","TARGET-40-PAPIJR-10A-01D",816,297,"BUSTARD","2011-12-15","1.9.0"
"PAKUZU","TARGET-40-PAKUZU-01A-01D",811,297,"BUSTARD","2011-12-15","1.9.0"
"PAPIJR","TARGET-40-PAPIJR-01A-01D",809,297,"BUSTARD","2011-12-15","1.9.0"
"0A4I9I","TARGET-40-0A4I9I-01A-01D",26448,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I9K","TARGET-40-0A4I9K-01A-01D",857,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HMC","TARGET-40-0A4HMC-01A-01D",853,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HMC","TARGET-40-0A4HMC-01A-01D",911,333,"BUSTARD","2012-05-07","1.9.4"
"0A4HY5","TARGET-40-0A4HY5-01A-01D",852,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HXG","TARGET-40-0A4HXG-10A-01D",26447,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HYB","TARGET-40-0A4HYB-10A-01D",26446,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HZR","TARGET-40-0A4HZR-10A-01D",850,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I0W","TARGET-40-0A4I0W-10A-01D",849,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I3S","TARGET-40-0A4I3S-10A-01D",847,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I3S","TARGET-40-0A4I3S-10A-01D",912,333,"BUSTARD","2012-05-07","1.9.4"
"0A4I40","TARGET-40-0A4I40-10A-01D",26445,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I42","TARGET-40-0A4I42-10A-01D",846,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I44","TARGET-40-0A4I44-10A-01D",26444,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I48","TARGET-40-0A4I48-10A-01D",844,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I4E","TARGET-40-0A4I4E-10A-01D",845,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I65","TARGET-40-0A4I65-10A-01D",841,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I65","TARGET-40-0A4I65-10A-01D",916,333,"BUSTARD","2012-05-07","1.9.4"
"0A4I8U","TARGET-40-0A4I8U-10A-01D",840,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I8U","TARGET-40-0A4I8U-10A-01D",915,333,"BUSTARD","2012-05-07","1.9.4"
"0A4I9I","TARGET-40-0A4I9I-10A-01D",26443,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I9I","TARGET-40-0A4I9I-10A-01D",26456,333,"BUSTARD","2012-05-07","1.9.4"
"0A4I9K","TARGET-40-0A4I9K-10A-01D",839,306,"BUSTARD","2012-01-25","1.9.0"
"0A4HMC","TARGET-40-0A4HMC-10A-01D",838,306,"BUSTARD","2012-01-25","1.9.0"
"0A4HY5","TARGET-40-0A4HY5-10A-01D",837,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I0S","TARGET-40-0A4I0S-10A-01D",835,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I4M","TARGET-40-0A4I4M-10A-01D",836,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I4O","TARGET-40-0A4I4O-10A-01D",834,306,"BUSTARD","2012-01-25","1.9.0"
"0A4I5B","TARGET-40-0A4I5B-10A-01D",833,306,"BUSTARD","2012-01-25","1.9.0"
"PAKUZU","TARGET-40-PAKUZU-01A-01R",855,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I4M","TARGET-40-0A4I4M-01A-01R",860,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I9I","TARGET-40-0A4I9I-01A-01R",26449,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I8U","TARGET-40-0A4I8U-01A-01R",859,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I65","TARGET-40-0A4I65-01A-01R",863,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I44","TARGET-40-0A4I44-01A-01R",26450,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I48","TARGET-40-0A4I48-01A-01R",862,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I42","TARGET-40-0A4I42-01A-01R",865,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I3S","TARGET-40-0A4I3S-01A-01R",866,311,"BUSTARD","2012-02-15","1.9.0"
"0A4I0W","TARGET-40-0A4I0W-01A-01R",864,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HZR","TARGET-40-0A4HZR-01A-01R",867,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HYB","TARGET-40-0A4HYB-01A-01R",26452,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HXG","TARGET-40-0A4HXG-01A-01R",26451,311,"BUSTARD","2012-02-15","1.9.0"
"0A4HX8","TARGET-40-0A4HX8-01A-01R",870,317,"BUSTARD","2012-03-15","1.9.4"
"0A4HMJ","TARGET-40-0A4HMJ-01A-01R",26453,317,"BUSTARD","2012-03-15","1.9.4"
"0A4HLQ","TARGET-40-0A4HLQ-01A-01R",873,317,"BUSTARD","2012-03-15","1.9.4"
"0A4HLD","TARGET-40-0A4HLD-01A-01R",872,317,"BUSTARD","2012-03-15","1.9.4"
"PAMTCM","TARGET_40_PAMTCM_01A_01D",890,319,"BUSTARD","2012-03-17","1.9.4"
"PAPWWC","TARGET_40_PAPWWC_01A_01D",891,319,"BUSTARD","2012-03-17","1.9.4"
"PANZHX","TARGET_40_PANZHX_01A_01D",889,319,"BUSTARD","2012-03-17","1.9.4"
"PANZHX","TARGET_40_PANZHX_01A_01D",26972,491,"BUSTARD","2013-05-22","1.9.4"
"PAPKWD","TARGET_40_PAPKWD_01A_01D",886,319,"BUSTARD","2012-03-17","1.9.4"
"PAPVYW","TARGET_40_PAPVYW_01A_01D",887,319,"BUSTARD","2012-03-17","1.9.4"
"PAPVYW","TARGET_40_PAPVYW_01A_01D",26971,491,"BUSTARD","2013-05-22","1.9.4"
"PANGRW","TARGET_40_PANGRW_01A_02D",888,319,"BUSTARD","2012-03-17","1.9.4"
"PASUUH","TARGET_40_PASUUH_01A_01D",885,319,"BUSTARD","2012-03-17","1.9.4"
"PAMEKS","TARGET_40_PAMEKS_01A_01D",884,319,"BUSTARD","2012-03-17","1.9.4"
"0A4HMC","TARGET-40-0A4HMC-01A-01R",934,348,"BUSTARD","2011-06-14","1.9.4"
"0A4HY5","TARGET-40-0A4HY5-01A-01R",933,348,"BUSTARD","2011-06-14","1.9.4"
"0A4I0S","TARGET-40-0A4I0S-01A-01R",931,348,"BUSTARD","2011-06-14","1.9.4"
"0A4I4O","TARGET-40-0A4I4O-01A-01R",932,348,"BUSTARD","2011-06-14","1.9.4"
"0A4I5B","TARGET-40-0A4I5B-01A-01R",930,348,"BUSTARD","2011-06-14","1.9.4"
"0A4I4E","TARGET-40-0A4I4E-01A-01R_B",923,341,"BUSTARD","2012-05-24","1.9.4"
"0A4I9K","TARGET-40-0A4I9K-01A-01R",924,341,"BUSTARD","2012-05-24","1.9.4"
"PAPIJR","TARGET-40-PAPIJR-01A-01R",922,341,"BUSTARD","2012-05-24","1.9.4"
"0A4I40","TARGET-40-0A4I40-01A-01R",26457,341,"BUSTARD","2012-05-24","1.9.4"
"PATMIF","TARGET-40-PATMIF-01A-01R",921,334,"BUSTARD","2012-05-07","1.9.4"
"0A4HXS","TARGET-40-0A4HXS-01A-01R",920,334,"BUSTARD","2012-05-07","1.9.4"
"0A4I0Q","TARGET-40-0A4I0Q-01A-01R",919,334,"BUSTARD","2012-05-07","1.9.4"
"0A4I6O","TARGET-40-0A4I6O-01A-01R",918,334,"BUSTARD","2012-05-07","1.9.4"
"0A4HLD","TARGET-40-0A4HLD-10A-01D",954,372,"BUSTARD","2012-07-30","1.9.4"
